,logit,prediction,sentiment_score,Date
3360,[0.10175498 0.01734672 0.8808983 ],neutral,0.08440825,2020-03-02 18:08:09
3361,[0.53494024 0.01022743 0.45483235],positive,0.5247128,2020-03-02 17:54:05
3362,[0.26535994 0.00783579 0.7268043 ],neutral,0.25752413,2020-03-02 16:58:12
3363,[0.8844898  0.00782032 0.10768991],positive,0.87666947,2020-03-02 16:50:28
3364,[0.76034325 0.00814533 0.23151137],positive,0.7521979,2020-03-02 16:35:27
3365,[0.19281238 0.01008878 0.7970988 ],neutral,0.18272361,2020-03-02 16:18:49
3366,[0.03084104 0.07290272 0.89625627],neutral,-0.042061675,2020-03-02 14:15:00
3367,[0.78811044 0.00684227 0.20504728],positive,0.7812682,2020-03-02 11:22:02
3368,[0.6491911  0.00981544 0.34099352],positive,0.6393756,2020-03-02 09:02:03
3369,[0.92040986 0.03763763 0.04195254],positive,0.8827722,2020-03-02 07:30:00
3370,[0.6214495  0.01672816 0.36182246],positive,0.6047213,2020-03-02 06:59:55
3371,[0.02429077 0.9477009  0.02800824],negative,-0.9234101,2020-02-28 11:30:21
3372,[0.03989689 0.21491721 0.74518585],neutral,-0.17502032,2020-02-28 10:32:19
3373,[0.04224107 0.45022053 0.5075384 ],neutral,-0.40797946,2020-02-28 09:08:00
3374,[0.0464786  0.8678203  0.08570103],negative,-0.8213417,2020-02-28 08:26:40
3375,[0.68879455 0.00870438 0.30250105],positive,0.6800902,2020-02-27 14:22:13
3376,[0.08108413 0.01733095 0.90158486],neutral,0.06375318,2020-02-27 12:40:00
3377,[0.03604246 0.09493955 0.86901796],neutral,-0.058897097,2020-02-27 12:33:51
3378,[0.64924407 0.04657734 0.3041786 ],positive,0.60266674,2020-02-27 11:12:49
3379,[0.8111746 0.0261453 0.1626801],positive,0.7850293,2020-02-27 10:18:55
3380,[0.4260933  0.01105872 0.562848  ],neutral,0.4150346,2020-02-27 09:45:12
3381,[0.17272368 0.01016686 0.8171094 ],neutral,0.16255683,2020-02-27 08:41:32
3382,[0.0400546  0.08133233 0.87861305],neutral,-0.041277725,2020-02-27 08:15:00
3383,[0.25905845 0.01278117 0.7281604 ],neutral,0.24627727,2020-02-27 07:01:45
3384,[0.03027137 0.91369754 0.05603108],negative,-0.8834262,2020-02-26 20:04:33
3385,[0.5514586  0.01389404 0.43464735],positive,0.5375646,2020-02-26 16:03:25
3386,[0.12532572 0.28036216 0.59431213],neutral,-0.15503643,2020-02-26 15:57:22
3387,[0.48471972 0.33096972 0.18431059],positive,0.15375,2020-02-26 15:49:10
3388,[0.09444761 0.06637452 0.83917785],neutral,0.028073087,2020-02-26 11:22:56
3389,[0.35700536 0.01038778 0.6326068 ],neutral,0.34661758,2020-02-26 10:45:00
3390,[0.19251986 0.0184993  0.7889808 ],neutral,0.17402056,2020-02-26 10:40:17
3391,[0.28863382 0.00886252 0.7025036 ],neutral,0.2797713,2020-02-26 10:05:00
3392,[0.20721503 0.00916075 0.78362423],neutral,0.19805427,2020-02-26 09:33:09
3393,[0.9526413  0.02658259 0.02077617],positive,0.9260587,2020-02-26 08:00:00
3394,[0.10325284 0.64811003 0.24863712],negative,-0.5448572,2020-02-26 07:05:13
3395,[0.7731991  0.01017483 0.21662603],positive,0.7630243,2020-02-25 23:58:25
3396,[0.11981862 0.03070861 0.84947276],neutral,0.08911,2020-02-25 16:42:37
3397,[0.1298894  0.04398333 0.8261273 ],neutral,0.08590607,2020-02-25 13:16:21
3398,[0.75819534 0.01126347 0.23054115],positive,0.74693185,2020-02-25 10:14:00
3399,[0.12128318 0.5990861  0.27963075],negative,-0.47780293,2020-02-25 07:40:00
3400,[0.02071388 0.91227305 0.06701302],negative,-0.8915592,2020-02-24 16:34:00
3401,[0.06715023 0.04902789 0.8838219 ],neutral,0.018122338,2020-02-24 15:25:20
3402,[0.6973325  0.01361302 0.28905445],positive,0.68371946,2020-02-24 15:17:49
3403,[0.8559012  0.0661862  0.07791261],positive,0.789715,2020-02-24 13:32:03
3404,[0.19844277 0.26306534 0.53849185],neutral,-0.064622566,2020-02-24 11:30:54
3405,[0.01365657 0.9710541  0.01528945],negative,-0.9573975,2020-02-24 10:22:58
3406,[0.8996675  0.02298646 0.07734603],positive,0.876681,2020-02-24 09:12:43
3407,[0.03628396 0.07467537 0.88904065],neutral,-0.03839141,2020-02-24 09:00:00
3408,[0.76595813 0.01135417 0.22268774],positive,0.754604,2020-02-24 07:40:45
3409,[0.0699088  0.91091913 0.01917197],negative,-0.84101033,2020-02-23 21:04:00
3410,[0.48047048 0.00949679 0.5100327 ],neutral,0.4709737,2020-02-23 09:31:00
3411,[0.03643855 0.3563087  0.6072528 ],neutral,-0.31987014,2020-02-21 21:41:31
3412,[0.04809713 0.03438793 0.917515  ],neutral,0.013709199,2020-02-21 16:52:11
3413,[0.03388979 0.04768881 0.91842145],neutral,-0.013799015,2020-02-21 16:45:00
3414,[0.18450953 0.07130662 0.74418384],neutral,0.11320291,2020-02-21 16:42:33
3415,[0.02507292 0.8662429  0.1086841 ],negative,-0.84116995,2020-02-21 14:19:04
3416,[0.01998082 0.8532508  0.12676847],negative,-0.83326995,2020-02-21 12:03:24
3417,[0.07710703 0.08677404 0.83611894],neutral,-0.009667017,2020-02-21 09:30:00
3418,[0.02256503 0.66306096 0.31437406],negative,-0.64049596,2020-02-21 08:09:07
3419,[0.8082624  0.00647369 0.18526383],positive,0.80178875,2020-02-21 07:55:02
3420,[0.02737564 0.8266733  0.14595106],negative,-0.7992977,2020-02-21 07:29:41
3421,[0.9134725  0.01004881 0.0764787 ],positive,0.90342367,2020-02-21 07:15:22
3422,[0.4830192  0.01440823 0.50257254],neutral,0.46861097,2020-02-20 19:21:40
3423,[0.03703195 0.2841803  0.6787877 ],neutral,-0.24714836,2020-02-20 18:57:50
3424,[0.0342555  0.7823266  0.18341789],negative,-0.7480711,2020-02-20 18:21:00
3425,[0.05228096 0.02256138 0.92515767],neutral,0.029719576,2020-02-20 14:45:00
3426,[0.5436787  0.01099369 0.4453276 ],positive,0.532685,2020-02-20 14:40:43
3427,[0.19059834 0.0129461  0.7964556 ],neutral,0.17765224,2020-02-20 11:50:15
3428,[0.05751646 0.08921117 0.8532724 ],neutral,-0.031694707,2020-02-20 11:23:34
3429,[0.03500525 0.86367655 0.10131828],negative,-0.8286713,2020-02-20 11:11:18
3430,[0.09814186 0.23325476 0.66860336],neutral,-0.13511291,2020-02-20 08:29:47
3431,[0.03250907 0.03330525 0.9341857 ],neutral,-0.0007961802,2020-02-20 08:28:28
3432,[0.07990982 0.81411916 0.10597109],negative,-0.73420936,2020-02-20 08:15:15
3433,[0.04103004 0.8011953  0.15777461],negative,-0.7601653,2020-02-20 06:37:43
3434,[0.03358648 0.04253415 0.92387944],neutral,-0.00894767,2020-02-19 22:30:14
3435,[0.08699418 0.04305809 0.8699477 ],neutral,0.04393609,2020-02-19 18:55:02
3436,[0.56040615 0.01036217 0.42923167],positive,0.550044,2020-02-19 17:54:00
3437,[0.04678762 0.17917745 0.7740349 ],neutral,-0.13238983,2020-02-19 17:04:00
3438,[0.20710823 0.011432   0.78145975],neutral,0.19567622,2020-02-19 16:15:31
3439,[0.01617929 0.9037847  0.08003599],negative,-0.8876054,2020-02-19 15:30:35
3440,[0.03749811 0.02919054 0.93331134],neutral,0.008307569,2020-02-19 14:54:59
3441,[0.10865562 0.3249653  0.5663791 ],neutral,-0.21630967,2020-02-19 14:09:49
3442,[0.03357705 0.01830495 0.94811803],neutral,0.015272098,2020-02-19 13:21:04
3443,[0.363999   0.00930792 0.62669307],neutral,0.3546911,2020-02-19 12:43:13
3444,[0.5537086  0.01087591 0.43541548],positive,0.54283273,2020-02-19 12:23:53
3445,[0.04903239 0.0253389  0.92562866],neutral,0.023693489,2020-02-19 12:16:18
3446,[0.6852844  0.01267742 0.30203816],positive,0.67260695,2020-02-19 11:00:00
3447,[0.32944068 0.00854049 0.6620188 ],neutral,0.3209002,2020-02-19 10:00:37
3448,[0.04951272 0.01504001 0.9354472 ],neutral,0.034472704,2020-02-19 09:02:59
3449,[0.12048319 0.03887936 0.8406375 ],neutral,0.08160383,2020-02-19 08:29:21
3450,[0.37809095 0.01083855 0.61107045],neutral,0.3672524,2020-02-19 07:57:54
3451,[0.0361834 0.8668062 0.0970104],negative,-0.8306228,2020-02-19 06:51:00
3452,[0.013311   0.7707841  0.21590501],negative,-0.75747305,2020-02-19 05:05:26
3453,[0.9323057  0.03835169 0.02934257],positive,0.893954,2020-02-18 20:24:55
3454,[0.00738807 0.9615232  0.03108869],negative,-0.9541351,2020-02-18 19:25:32
3455,[0.03306106 0.41131333 0.5556256 ],neutral,-0.37825227,2020-02-18 17:54:43
3456,[0.056511   0.01412429 0.92936474],neutral,0.042386703,2020-02-18 17:25:54
3457,[0.72182906 0.01974297 0.258428  ],positive,0.7020861,2020-02-18 14:03:38
3458,[0.15402605 0.00948549 0.8364884 ],neutral,0.14454055,2020-02-18 12:00:01
3459,[0.07495935 0.01824517 0.90679544],neutral,0.056714185,2020-02-18 11:02:00
3460,[0.5418152  0.02860438 0.4295804 ],positive,0.51321083,2020-02-18 08:07:01
3461,[0.24944045 0.01913392 0.73142564],neutral,0.23030652,2020-02-18 07:45:00
3462,[0.0322196  0.22979012 0.7379902 ],neutral,-0.19757052,2020-02-17 13:46:34
3463,[0.8761336  0.01482172 0.10904465],positive,0.8613119,2020-02-17 10:28:09
3464,[0.9503267  0.01637395 0.03329934],positive,0.93395275,2020-02-17 10:04:58
3465,[0.9484161  0.01863974 0.0329441 ],positive,0.9297764,2020-02-17 07:30:00
3466,[0.01271875 0.8401082  0.14717299],negative,-0.8273895,2020-02-17 04:53:30
3467,[0.8139579  0.01438413 0.17165793],positive,0.7995738,2020-02-16 12:35:00
3468,[0.2918136  0.01582661 0.6923598 ],neutral,0.275987,2020-02-15 09:40:34
3469,[0.49830815 0.05454298 0.4471489 ],positive,0.44376516,2020-02-15 00:12:39
3470,[0.06516431 0.01809683 0.91673887],neutral,0.04706748,2020-02-14 20:15:46
3471,[0.03377541 0.06485134 0.9013732 ],neutral,-0.031075928,2020-02-14 18:42:15
3472,[0.01128615 0.96516323 0.02355062],negative,-0.9538771,2020-02-14 18:32:47
3473,[0.8343613  0.00719984 0.15843876],positive,0.8271615,2020-02-14 18:32:16
3474,[0.019512 0.929244 0.051244],negative,-0.909732,2020-02-14 17:55:42
3475,[0.03665345 0.9320046  0.03134203],negative,-0.8953511,2020-02-14 13:33:26
3476,[0.18920879 0.01111967 0.79967153],neutral,0.17808911,2020-02-14 13:12:54
3477,[0.02236061 0.9442441  0.0333953 ],negative,-0.92188346,2020-02-14 11:00:00
3478,[0.04727367 0.10474579 0.8479805 ],neutral,-0.057472125,2020-02-14 10:22:21
3479,[0.10835753 0.07330578 0.81833667],neutral,0.035051756,2020-02-14 10:17:36
3480,[0.17113796 0.02565046 0.80321157],neutral,0.1454875,2020-02-14 09:55:47
3481,[0.5258545  0.01177394 0.46237153],positive,0.5140806,2020-02-14 07:50:00
3482,[0.02378601 0.9209988  0.05521516],negative,-0.8972128,2020-02-14 07:42:16
3483,[0.3106321  0.01061933 0.67874855],neutral,0.30001277,2020-02-13 15:43:49
3484,[0.41415188 0.01267272 0.57317543],neutral,0.40147915,2020-02-13 11:35:10
3485,[0.90167236 0.06340094 0.03492668],positive,0.83827144,2020-02-13 08:38:14
3486,[0.03302462 0.95344996 0.01352543],negative,-0.92042536,2020-02-13 07:34:54
3487,[0.1866374  0.34898666 0.4643759 ],neutral,-0.16234925,2020-02-13 07:30:00
3488,[0.3797967  0.02060409 0.59959924],neutral,0.3591926,2020-02-13 07:05:00
3489,[0.8448845  0.01227597 0.14283957],positive,0.8326085,2020-02-13 03:15:24
3490,[0.08180407 0.03982554 0.87837034],neutral,0.04197853,2020-02-12 14:45:07
3491,[0.07214506 0.628932   0.29892293],negative,-0.55678695,2020-02-12 14:29:13
3492,[0.04881013 0.01812063 0.9330692 ],neutral,0.030689498,2020-02-12 12:32:31
3493,[0.13064936 0.03751694 0.83183366],neutral,0.093132414,2020-02-12 11:43:50
3494,[0.93973136 0.01188274 0.04838598],positive,0.92784864,2020-02-12 10:48:03
3495,[0.05681884 0.53842497 0.40475616],negative,-0.48160613,2020-02-12 10:00:00
3496,[0.05297988 0.01621335 0.9308068 ],neutral,0.03676653,2020-02-12 09:57:23
3497,[0.89613724 0.0106196  0.0932431 ],positive,0.88551766,2020-02-12 07:50:29
3498,[0.08335665 0.76537675 0.15126665],negative,-0.68202007,2020-02-12 07:46:54
3499,[0.05566587 0.70066714 0.24366702],negative,-0.6450013,2020-02-12 07:42:12
3500,[0.84015673 0.00880291 0.1510404 ],positive,0.83135384,2020-02-12 07:30:00
3501,[0.05345468 0.02935343 0.9171919 ],neutral,0.024101255,2020-02-12 07:10:39
3502,[0.13294028 0.00884947 0.85821027],neutral,0.124090806,2020-02-12 03:39:23
3503,[0.03952073 0.04463793 0.9158413 ],neutral,-0.0051172003,2020-02-12 03:03:57
3504,[0.06681745 0.01442502 0.9187575 ],neutral,0.052392434,2020-02-11 19:00:55
3505,[0.49471477 0.40356195 0.10172329],positive,0.09115282,2020-02-11 18:07:15
3506,[0.70674807 0.0366127  0.25663918],positive,0.6701354,2020-02-11 16:48:15
3507,[0.04773894 0.01906351 0.93319756],neutral,0.028675433,2020-02-11 16:45:16
3508,[0.03950159 0.02416545 0.93633294],neutral,0.015336145,2020-02-11 16:24:16
3509,[0.63530105 0.01514067 0.34955826],positive,0.6201604,2020-02-11 16:20:26
3510,[0.04773894 0.01906351 0.93319756],neutral,0.028675433,2020-02-11 16:07:13
3511,[0.2407875  0.00999062 0.74922186],neutral,0.23079689,2020-02-11 15:54:43
3512,[0.03998988 0.10037498 0.8596351 ],neutral,-0.060385104,2020-02-11 14:45:54
3513,[0.60585904 0.01532532 0.3788157 ],positive,0.59053373,2020-02-11 13:59:28
3514,[0.08461063 0.013392   0.9019974 ],neutral,0.071218625,2020-02-11 13:42:00
3515,[0.67439073 0.01665519 0.30895406],positive,0.6577355,2020-02-11 12:58:02
3516,[0.16564639 0.2991673  0.5351863 ],neutral,-0.13352092,2020-02-11 12:25:59
3517,[0.02405993 0.18148574 0.7944543 ],neutral,-0.1574258,2020-02-11 12:09:22
3518,[0.15376206 0.03929917 0.80693877],neutral,0.11446289,2020-02-11 11:54:40
3519,[0.8358488  0.04079287 0.12335826],positive,0.7950559,2020-02-11 11:49:36
3520,[0.07730733 0.04330695 0.8793857 ],neutral,0.034000378,2020-02-11 11:23:25
3521,[0.18352616 0.24393094 0.5725429 ],neutral,-0.060404778,2020-02-11 10:01:54
3522,[0.08424744 0.01907422 0.8966783 ],neutral,0.065173216,2020-02-11 09:51:03
3523,[0.01921399 0.49378273 0.48700336],negative,-0.47456875,2020-02-11 06:51:34
3524,[0.08758388 0.04838643 0.86402965],neutral,0.039197452,2020-02-11 05:01:53
3525,[0.016584   0.6920557  0.29136023],negative,-0.6754717,2020-02-11 02:55:35
3526,[0.01517885 0.6783946  0.30642655],negative,-0.66321576,2020-02-10 22:18:03
3527,[0.01167904 0.87924504 0.10907593],negative,-0.867566,2020-02-10 20:14:04
3528,[0.04344406 0.01777561 0.93878037],neutral,0.025668442,2020-02-10 19:49:45
3529,[0.00896366 0.9305615  0.06047481],negative,-0.92159784,2020-02-10 19:32:18
3530,[0.3397581 0.0505845 0.6096574],neutral,0.2891736,2020-02-10 17:44:42
3531,[0.06027679 0.08465508 0.8550681 ],neutral,-0.024378285,2020-02-10 14:14:58
3532,[0.31200978 0.01552104 0.6724692 ],neutral,0.29648873,2020-02-10 14:01:49
3533,[0.9040812  0.00808076 0.08783798],positive,0.89600044,2020-02-10 13:36:28
3534,[0.6895855  0.02526039 0.28515407],positive,0.6643251,2020-02-10 11:30:00
3535,[0.01231511 0.90097266 0.08671221],negative,-0.88865757,2020-02-10 10:24:43
3536,[0.00978433 0.9393233  0.05089236],negative,-0.92953897,2020-02-10 09:11:13
3537,[0.07318112 0.02539848 0.90142035],neutral,0.047782645,2020-02-10 06:06:00
3538,[0.91380817 0.00977196 0.07641993],positive,0.9040362,2020-02-10 06:00:00
3539,[0.20994166 0.3459989  0.44405946],neutral,-0.13605726,2020-02-10 05:49:50
3540,[0.0471075  0.01222857 0.940664  ],neutral,0.03487893,2020-02-09 23:55:17
3541,[0.13273278 0.00876847 0.8584988 ],neutral,0.1239643,2020-02-07 15:12:09
3542,[0.05174651 0.01615204 0.9321014 ],neutral,0.035594475,2020-02-07 14:21:09
3543,[0.940549   0.03004603 0.02940492],positive,0.910503,2020-02-07 13:24:54
3544,[0.10465415 0.01906693 0.87627894],neutral,0.08558722,2020-02-07 13:09:45
3545,[0.5753309  0.01750473 0.40716437],positive,0.55782616,2020-02-07 10:24:24
3546,[0.08511439 0.01399749 0.90088814],neutral,0.0711169,2020-02-07 10:23:06
3547,[0.14657685 0.23770696 0.61571616],neutral,-0.09113011,2020-02-07 09:45:51
3548,[0.09357017 0.07436144 0.8320684 ],neutral,0.01920873,2020-02-06 23:44:43
3549,[0.8981875  0.01398031 0.08783215],positive,0.8842072,2020-02-06 19:53:09
3550,[0.18245417 0.03019223 0.7873536 ],neutral,0.15226194,2020-02-06 15:59:03
3551,[0.15590967 0.01423486 0.82985544],neutral,0.14167482,2020-02-06 15:15:00
3552,[0.02534711 0.79434186 0.18031104],negative,-0.76899475,2020-02-06 13:59:50
3553,[0.06072178 0.10431066 0.8349675 ],neutral,-0.043588877,2020-02-06 13:43:27
3554,[0.01773684 0.8136213  0.1686418 ],negative,-0.79588443,2020-02-06 13:32:27
3555,[0.4251099  0.00758723 0.5673029 ],neutral,0.41752267,2020-02-06 09:36:08
3556,[0.69074446 0.00840717 0.3008484 ],positive,0.6823373,2020-02-06 07:45:00
3557,[0.8723789  0.00777479 0.11984625],positive,0.8646041,2020-02-06 07:42:14
3558,[0.08236197 0.01390037 0.90373766],neutral,0.0684616,2020-02-06 06:40:13
3559,[0.30962893 0.00943326 0.68093777],neutral,0.30019566,2020-02-06 06:10:12
3560,[0.0369747  0.8410843  0.12194091],negative,-0.8041096,2020-02-06 01:00:00
3561,[0.88914716 0.0522931  0.0585598 ],positive,0.83685404,2020-02-05 14:06:14
3562,[0.05184769 0.15898938 0.78916293],neutral,-0.107141696,2020-02-05 13:57:32
3563,[0.01313604 0.9524953  0.0343686 ],negative,-0.93935925,2020-02-05 13:32:33
3564,[0.7805369  0.01365933 0.2058038 ],positive,0.76687753,2020-02-05 13:14:12
3565,[0.11544394 0.02010587 0.86445016],neutral,0.09533808,2020-02-05 12:38:51
3566,[0.8854188  0.02543035 0.08915095],positive,0.85998845,2020-02-05 12:32:27
3567,[0.1532889 0.0205446 0.8261665],neutral,0.13274431,2020-02-05 09:00:00
3568,[0.24224447 0.19047384 0.5672817 ],neutral,0.051770627,2020-02-05 08:45:17
3569,[0.6116734  0.07370298 0.31462362],positive,0.5379704,2020-02-05 08:16:31
3570,[0.17390263 0.00878282 0.81731457],neutral,0.16511981,2020-02-05 07:00:08
3571,[0.8966989  0.06307491 0.04022622],positive,0.833624,2020-02-05 06:10:15
3572,[0.03825583 0.02561877 0.93612546],neutral,0.012637068,2020-02-04 21:57:16
3573,[0.07542538 0.0280407  0.8965339 ],neutral,0.04738468,2020-02-04 16:25:27
3574,[0.10979885 0.01921809 0.87098306],neutral,0.09058076,2020-02-04 15:57:26
3575,[0.916681   0.05287184 0.03044719],positive,0.86380917,2020-02-04 15:22:07
3576,[0.12922798 0.01317772 0.85759425],neutral,0.116050266,2020-02-04 15:16:00
3577,[0.78073174 0.01306615 0.20620206],positive,0.76766557,2020-02-04 15:09:56
3578,[0.05576638 0.03733761 0.90689594],neutral,0.018428769,2020-02-04 14:54:01
3579,[0.8219363  0.00980189 0.1682618 ],positive,0.81213444,2020-02-04 14:18:14
3580,[0.30635735 0.6543954  0.03924732],negative,-0.34803805,2020-02-04 13:43:08
3581,[0.01284835 0.9644903  0.02266132],negative,-0.9516419,2020-02-04 13:40:08
3582,[0.01100789 0.96080416 0.028188  ],negative,-0.94979626,2020-02-04 13:23:31
3583,[0.00918908 0.97228706 0.01852381],negative,-0.963098,2020-02-04 13:11:35
3584,[0.03682015 0.4159481  0.5472318 ],neutral,-0.37912795,2020-02-04 13:00:00
3585,[0.10505583 0.49301803 0.40192616],negative,-0.3879622,2020-02-04 11:40:34
3586,[0.08434157 0.77869636 0.13696213],negative,-0.6943548,2020-02-04 11:23:23
3587,[0.00794901 0.9731357  0.01891525],negative,-0.9651867,2020-02-04 11:05:17
3588,[0.03923988 0.04609866 0.91466147],neutral,-0.006858781,2020-02-04 10:26:24
3589,[0.02382237 0.5798369  0.39634073],negative,-0.55601454,2020-02-04 10:17:11
3590,[0.01663184 0.81891644 0.1644518 ],negative,-0.8022846,2020-02-04 10:16:00
3591,[0.10066472 0.01705036 0.88228494],neutral,0.083614364,2020-02-04 10:13:00
3592,[0.9151472  0.04747657 0.03737623],positive,0.8676706,2020-02-04 10:08:33
3593,[0.04560272 0.07041707 0.8839802 ],neutral,-0.024814349,2020-02-04 09:34:03
3594,[0.6455241  0.21915431 0.1353216 ],positive,0.4263698,2020-02-04 09:25:20
3595,[0.8938247  0.00931438 0.09686094],positive,0.88451034,2020-02-04 09:15:00
3596,[0.02354447 0.9657755  0.01068013],negative,-0.942231,2020-02-04 09:13:23
3597,[0.04682858 0.02505201 0.9281194 ],neutral,0.021776577,2020-02-04 09:06:22
3598,[0.20845012 0.00985229 0.7816976 ],neutral,0.19859783,2020-02-04 09:00:09
3599,[0.05031509 0.02080038 0.92888457],neutral,0.02951471,2020-02-04 08:49:33
3600,[0.00956981 0.95256907 0.03786105],negative,-0.94299924,2020-02-04 08:26:37
3601,[0.12287396 0.02340779 0.8537182 ],neutral,0.099466175,2020-02-04 07:43:05
3602,[0.06096064 0.01835896 0.9206804 ],neutral,0.042601675,2020-02-04 07:35:07
3603,[0.04783681 0.0251404  0.9270228 ],neutral,0.022696406,2020-02-04 07:18:29
3604,[0.0073145  0.9736491  0.01903645],negative,-0.9663346,2020-02-04 07:07:00
3605,[0.01937889 0.8861962  0.0944249 ],negative,-0.8668173,2020-02-04 06:32:52
3606,[0.9165747  0.06152124 0.02190411],positive,0.8550535,2020-02-04 06:30:00
3607,[0.12320624 0.8296449  0.0471489 ],negative,-0.70643866,2020-02-04 06:15:42
3608,[0.15312342 0.04825984 0.79861677],neutral,0.104863584,2020-02-04 01:44:18
3609,[0.03361049 0.0552064  0.9111831 ],neutral,-0.02159591,2020-02-03 22:58:32
3610,[0.17230573 0.01037115 0.8173231 ],neutral,0.16193458,2020-02-03 21:36:28
3611,[0.17165053 0.08599105 0.74235845],neutral,0.085659474,2020-02-03 19:19:49
3612,[0.7251282  0.00854879 0.2663231 ],positive,0.7165794,2020-02-03 19:08:00
3613,[0.04720996 0.02007151 0.9327185 ],neutral,0.027138446,2020-02-03 19:06:43
3614,[0.06051593 0.03044465 0.90903944],neutral,0.030071277,2020-02-03 19:02:02
3615,[0.24650265 0.0102902  0.74320716],neutral,0.23621245,2020-02-03 18:11:35
3616,[0.04048701 0.03574041 0.9237726 ],neutral,0.0047465935,2020-02-03 18:03:32
3617,[0.03570211 0.17398317 0.7903148 ],neutral,-0.13828106,2020-02-03 17:44:08
3618,[0.61125124 0.10267922 0.28606954],positive,0.508572,2020-02-03 17:15:05
3619,[0.9432188  0.02049848 0.03628276],positive,0.9227204,2020-02-03 17:10:43
3620,[0.06429131 0.05153149 0.8841772 ],neutral,0.012759816,2020-02-03 17:03:29
3621,[0.06311963 0.01230287 0.92457753],neutral,0.05081677,2020-02-03 17:02:32
3622,[0.03633321 0.94879955 0.01486726],negative,-0.91246635,2020-02-03 16:43:14
3623,[0.02611619 0.04919327 0.9246906 ],neutral,-0.023077073,2020-02-03 16:41:33
3624,[0.01047006 0.97101486 0.01851513],negative,-0.9605448,2020-02-03 16:34:11
3625,[0.08454859 0.02650835 0.8889431 ],neutral,0.05804024,2020-02-03 16:33:17
3626,[0.0085736  0.9718712  0.01955522],negative,-0.9632976,2020-02-03 16:28:08
3627,[0.04022642 0.02874003 0.9310336 ],neutral,0.0114863925,2020-02-03 16:23:26
3628,[0.4685523  0.08050533 0.4509423 ],positive,0.38804698,2020-02-03 16:19:58
3629,[0.08591119 0.03455663 0.8795322 ],neutral,0.051354557,2020-02-03 16:19:00
3630,[0.9512168  0.02282395 0.02595921],positive,0.9283929,2020-02-03 16:18:31
3631,[0.01051787 0.97150266 0.0179795 ],negative,-0.96098477,2020-02-03 16:13:42
3632,[0.74050707 0.11548311 0.14400975],positive,0.62502396,2020-02-03 16:09:54
3633,[0.15537463 0.01656462 0.82806075],neutral,0.13881001,2020-02-03 16:09:38
3634,[0.25718337 0.1883072  0.5545094 ],neutral,0.06887618,2020-02-03 15:43:42
3635,[0.27473733 0.0130959  0.7121668 ],neutral,0.26164144,2020-02-03 15:39:35
3636,[0.03688857 0.02613169 0.9369797 ],neutral,0.0107568875,2020-02-03 15:14:09
3637,[0.09893142 0.01635546 0.8847132 ],neutral,0.082575954,2020-02-03 14:33:17
3638,[0.69537574 0.2790062  0.02561814],positive,0.41636953,2020-02-03 11:40:51
3639,[0.06136141 0.7078581  0.23078048],negative,-0.64649665,2020-02-03 11:37:48
3640,[0.06480026 0.28436604 0.6508338 ],neutral,-0.21956578,2020-02-03 11:31:31
3641,[0.07415932 0.0180689  0.90777177],neutral,0.05609043,2020-02-03 10:05:51
3642,[0.00806719 0.9597752  0.03215753],negative,-0.951708,2020-02-03 10:01:00
3643,[0.8506592  0.01200575 0.13733512],positive,0.83865345,2020-02-03 09:33:12
3644,[0.89370894 0.04418493 0.06210615],positive,0.849524,2020-02-03 09:19:13
3645,[0.04400272 0.01859659 0.93740076],neutral,0.025406126,2020-02-03 08:45:26
3646,[0.10609551 0.02002646 0.87387806],neutral,0.08606905,2020-02-03 08:30:00
3647,[0.05890038 0.0131066  0.92799306],neutral,0.045793787,2020-02-03 08:08:00
3648,[0.9021417  0.01560115 0.08225711],positive,0.88654053,2020-02-03 08:01:01
3649,[0.9342668  0.01784504 0.04788814],positive,0.9164218,2020-02-03 07:56:00
3650,[0.45616633 0.01267586 0.5311578 ],neutral,0.44349048,2020-02-03 07:49:00
3651,[0.8968906  0.02774876 0.07536063],positive,0.8691418,2020-02-02 07:05:43
3652,[0.8969236 0.0824023 0.020674 ],positive,0.8145213,2020-02-01 10:02:14
3653,[0.07040202 0.0154815  0.91411656],neutral,0.05492052,2020-01-31 17:51:49
3654,[0.6277129  0.00812529 0.36416188],positive,0.6195876,2020-01-31 16:41:43
3655,[0.03879548 0.03047966 0.93072486],neutral,0.008315815,2020-01-31 15:12:09
3656,[0.91413444 0.01018439 0.07568111],positive,0.90395004,2020-01-31 14:35:02
3657,[0.03787044 0.9506248  0.01150468],negative,-0.91275436,2020-01-31 14:19:52
3658,[0.7147272  0.00929907 0.27597374],positive,0.7054282,2020-01-31 13:42:55
3659,[0.01256577 0.97032815 0.01710608],negative,-0.95776236,2020-01-31 12:21:29
3660,[0.11907148 0.01418058 0.8667479 ],neutral,0.1048909,2020-01-31 12:18:43
3661,[0.03315704 0.8116416  0.15520135],negative,-0.7784845,2020-01-31 11:48:59
3662,[0.10513401 0.30738115 0.58748484],neutral,-0.20224714,2020-01-31 04:21:42
3663,[0.8937784  0.00838295 0.09783862],positive,0.8853954,2020-01-30 16:41:00
3664,[0.03792638 0.26326862 0.69880503],neutral,-0.22534224,2020-01-30 16:37:00
3665,[0.9267645  0.01130834 0.06192715],positive,0.9154562,2020-01-30 12:13:06
3666,[0.02996882 0.05201436 0.9180168 ],neutral,-0.022045538,2020-01-30 11:15:53
